City,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Mounana,GA,-1.4085,13.1586,76.24,61,100,3.27,overcast clouds
350,Constitucion,CL,-35.3333,-72.4167,50.94,69,100,5.19,overcast clouds
351,Kununurra,AU,-15.7667,128.7333,84.18,30,13,5.75,few clouds
352,Swan River,CA,52.1058,-101.2676,71.49,46,58,9.22,broken clouds
353,Taltal,CL,-25.4,-70.4833,67.17,41,0,4.21,clear sky
354,Batsfjord,NO,70.6345,29.7185,51.58,81,100,2.3,overcast clouds
355,Kodiak,US,57.79,-152.4072,53.11,94,100,6.91,light rain
356,Changli,CN,39.7042,119.1506,74.95,73,0,7.61,clear sky
357,Raudeberg,NO,61.9875,5.1352,59.95,53,100,30.58,overcast clouds
358,Saint-Joseph,RE,-21.3667,55.6167,64.78,75,71,16.64,broken clouds
359,Charthawal,IN,29.55,77.5833,82.36,81,6,5.35,clear sky
360,Taybad,IR,34.74,60.7756,75.24,26,0,16.75,clear sky
361,Lorengau,PG,-2.0226,147.2712,82.62,77,51,7.0,broken clouds
362,San Angelo,US,31.4638,-100.437,97.02,27,0,9.22,clear sky
363,Nadym,RU,65.5333,72.5167,54.77,62,88,13.04,overcast clouds
364,Nanortalik,GL,60.1432,-45.2371,42.17,90,56,9.62,broken clouds
365,West Wendover,US,40.7391,-114.0733,92.41,17,0,8.05,clear sky
366,Shirokiy,RU,49.758,129.523,55.4,82,100,10.29,heavy intensity rain
367,Jadu,LY,31.953,12.0261,71.1,59,0,4.59,clear sky
368,Sambava,MG,-14.2667,50.1667,67.82,82,48,12.01,scattered clouds
369,Katherine,AU,-14.4667,132.2667,84.52,24,0,9.22,clear sky
370,Atikokan,CA,48.7555,-91.6216,71.02,46,5,8.1,clear sky
371,Dudinka,RU,69.4058,86.1778,51.62,72,7,11.61,clear sky
372,Sidney,AU,-33.8679,151.2073,60.89,76,83,4.0,broken clouds
373,Shirpur,IN,21.35,74.8833,76.59,94,100,8.03,overcast clouds
374,Moindou,NC,-21.6924,165.677,70.48,56,33,14.76,scattered clouds
375,Tilichiki,RU,60.4667,166.1,54.91,80,100,17.34,overcast clouds
376,Ahipara,NZ,-35.1667,173.1667,59.04,55,74,2.55,broken clouds
377,Sao Mateus Do Sul,BR,-25.8742,-50.3828,56.08,98,100,2.73,overcast clouds
378,Alnashi,RU,56.1874,52.4792,63.39,83,100,0.83,overcast clouds
379,Nsanje,MW,-16.92,35.262,65.25,82,0,3.74,clear sky
380,Romitan,UZ,39.9343,64.3814,69.75,40,0,11.5,clear sky
381,Kibala,TD,9.1104,18.3463,78.75,94,0,0.0,clear sky
382,Bereda,ES,43.2686,-7.5406,64.15,100,64,2.68,broken clouds
383,Quatre Cocos,MU,-20.2078,57.7625,69.91,64,88,19.86,overcast clouds
384,Joshimath,IN,30.5667,79.5667,73.22,72,93,2.13,overcast clouds
385,Balkanabat,TM,39.5108,54.3671,87.85,23,65,9.57,broken clouds
386,Mari-Turek,RU,56.7895,49.6235,61.66,93,100,1.63,light rain
387,Dinguiraye,GN,11.3,-10.7167,72.32,95,100,0.96,overcast clouds
388,Salekhard,RU,66.53,66.6019,51.58,67,1,8.19,clear sky
389,Bose,IT,45.4612,8.0137,74.79,92,100,7.0,overcast clouds
390,Belmonte,BR,-15.8631,-38.8828,71.44,78,70,5.75,broken clouds
391,Tarakan,ID,3.3,117.6333,78.3,89,75,4.61,broken clouds
392,Luderitz,NA,-26.6481,15.1594,54.45,88,1,8.63,clear sky
393,Kabompo,ZM,-13.5927,24.2008,53.58,32,0,4.45,clear sky
394,Tazovskiy,RU,67.4667,78.7,49.35,78,69,11.95,broken clouds
395,Tres Arroyos,AR,-38.3739,-60.2798,41.79,67,10,8.25,clear sky
396,Axim,GH,4.8699,-2.2405,74.19,89,92,9.04,overcast clouds
397,Port Moresby,PG,-9.4431,147.1797,81.82,74,100,23.02,overcast clouds
398,Luziania,BR,-16.2525,-47.9503,74.89,37,92,3.4,overcast clouds
399,Taraz,KZ,42.9,71.3667,63.01,55,0,4.47,clear sky
400,Luchegorsk,RU,46.4764,134.2569,73.24,63,7,14.47,clear sky
401,Sorland,NO,67.667,12.6934,53.46,91,100,30.71,light rain
402,Uberaba,BR,-19.7483,-47.9319,68.58,77,75,6.91,light rain
403,Beboto,TD,8.2668,16.939,71.98,96,100,2.84,light rain
404,Tonkino,RU,57.3726,46.4629,60.06,98,77,4.18,broken clouds
405,Esperantinopolis,BR,-4.8667,-44.7083,77.54,43,17,2.21,few clouds
406,Jimenez,MX,28.3333,-105.4,89.64,25,100,10.6,overcast clouds
407,Jiuquan,CN,39.7432,98.5174,76.44,55,10,0.92,clear sky
408,Urumqi,CN,43.801,87.6005,81.55,37,0,4.47,clear sky
409,Taguatinga,BR,-12.3857,-46.5711,79.0,26,83,5.21,broken clouds
410,Fortuna,US,40.5982,-124.1573,70.93,67,100,12.66,overcast clouds
411,Khor,RU,47.8861,134.9464,71.17,69,80,11.48,broken clouds
412,Nizwa,OM,22.9333,57.5333,90.0,41,88,3.56,overcast clouds
413,Salina Cruz,MX,16.1667,-95.2,84.13,63,57,16.13,broken clouds
414,Olinda,BR,-8.0089,-34.8553,76.73,73,40,8.05,scattered clouds
415,Ranong,TH,9.9658,98.6348,78.73,85,100,9.35,overcast clouds
416,Witu,KE,-2.3889,40.4382,73.56,88,84,13.11,light rain
417,Milledgeville,US,33.0801,-83.2321,80.74,87,40,0.0,scattered clouds
418,Itacoatiara,BR,-3.1431,-58.4442,83.95,46,100,0.98,overcast clouds
419,Martapura,ID,-3.4167,114.85,82.49,78,20,3.44,few clouds
420,San Lawrenz,MT,36.0553,14.204,79.86,84,0,1.97,clear sky
421,Almeirim,BR,-1.5233,-52.5817,80.92,51,92,3.4,overcast clouds
422,Alofi,NU,-19.0595,-169.9187,78.69,78,75,8.05,broken clouds
423,Apiai,BR,-24.5094,-48.8425,58.08,91,100,1.99,moderate rain
424,Lishui,CN,28.4604,119.9103,88.16,60,13,2.59,few clouds
425,Kerouane,GN,9.2667,-9.0167,70.05,97,100,3.13,light rain
426,San Felipe,VE,10.3399,-68.7425,73.17,99,81,2.77,broken clouds
427,Brandon,US,27.9378,-82.2859,79.29,78,0,3.44,clear sky
428,Grand Gaube,MU,-20.0064,57.6608,70.2,67,50,5.99,scattered clouds
429,Anuradhapura,LK,8.3565,80.4173,76.3,80,88,12.84,overcast clouds
430,Kashmor,PK,28.4333,69.5833,92.35,55,4,6.91,clear sky
431,Georgiyevka,KZ,43.0369,74.7114,68.04,68,75,4.47,broken clouds
432,Kandi,BJ,11.1342,2.9386,72.43,96,20,3.98,few clouds
433,Jalu,LY,29.0331,21.5482,80.58,60,0,13.0,clear sky
434,Bundaberg,AU,-24.85,152.35,65.3,53,0,11.99,clear sky
435,Ulaanbaatar,MN,47.9077,106.8832,60.93,72,40,4.47,scattered clouds
436,Jaciara,BR,-15.9653,-54.9683,60.55,88,100,8.72,overcast clouds
437,Pingliang,CN,35.5392,106.6861,76.37,78,92,9.1,overcast clouds
438,Omboue,GA,-1.5746,9.2618,72.66,88,99,8.79,overcast clouds
439,Cabo San Lucas,MX,22.8909,-109.9124,88.61,73,0,11.5,clear sky
440,Salihorsk,BY,52.7876,27.5415,55.27,89,31,7.0,scattered clouds
441,Cidreira,BR,-30.1811,-50.2056,55.09,88,100,15.19,moderate rain
442,Dehloran,IR,32.6941,47.2679,97.81,12,0,6.91,clear sky
443,Rocha,UY,-34.4833,-54.3333,43.5,92,6,3.83,clear sky
444,Gold Coast,AU,-28.0,153.4333,70.25,70,5,16.11,clear sky
445,Grand Island,US,40.925,-98.342,87.21,57,0,8.05,clear sky
446,Caravelas,BR,-17.7125,-39.2481,70.43,81,6,6.33,clear sky
447,Laguna,US,38.421,-121.4238,90.95,39,0,16.11,clear sky
448,Coahuayana,MX,18.7333,-103.6833,82.62,76,100,1.12,overcast clouds
449,Weatherford,US,32.7593,-97.7972,82.85,70,93,6.31,overcast clouds
450,Santa Maria,BR,-29.6842,-53.8069,51.1,87,100,6.91,light rain
451,Maues,BR,-3.3836,-57.7186,79.11,51,97,2.89,overcast clouds
452,Aklavik,CA,68.2191,-135.0107,57.15,37,93,18.25,overcast clouds
453,Lancaster,US,40.2504,-76.2499,79.02,76,40,4.61,scattered clouds
454,Winnemucca,US,40.973,-117.7357,64.45,88,100,17.27,moderate rain
455,Baykit,RU,61.67,96.37,64.42,70,4,2.39,clear sky
456,Otane,NZ,-39.8833,176.6333,47.01,92,100,6.67,overcast clouds
457,Nizhniy Kuranakh,RU,58.8353,125.4869,52.99,97,100,5.01,light rain
458,Flin Flon,CA,54.7682,-101.865,57.2,62,31,12.86,scattered clouds
459,Angoche,MZ,-16.2325,39.9086,69.6,76,0,2.28,clear sky
460,Ubrique,ES,36.6778,-5.446,67.87,76,0,1.95,clear sky
461,Toamasina,MG,-18.1667,49.3833,64.4,94,20,0.0,few clouds
462,Makakilo City,US,21.3469,-158.0858,88.12,59,40,20.71,scattered clouds
463,Gus-Zheleznyy,RU,55.0581,41.1656,60.06,97,100,2.84,overcast clouds
464,Port-Cartier,CA,50.0334,-66.8654,58.75,64,34,2.39,scattered clouds
465,Gobabis,NA,-22.45,18.9667,55.02,23,0,10.54,clear sky
466,Fairbanks,US,64.8378,-147.7164,54.09,66,100,8.05,light rain
467,Laurinburg,US,34.7741,-79.4628,88.14,66,0,5.75,clear sky
468,Sao Joao Del Rei,BR,-21.1356,-44.2617,65.93,68,100,1.34,overcast clouds
469,Sucre,BO,-19.0333,-65.2627,45.0,75,6,4.81,clear sky
470,Shitkino,RU,56.3703,98.3543,66.65,68,42,1.83,scattered clouds
471,Kangaatsiaq,GL,68.3065,-53.4641,39.13,93,100,9.64,light rain
472,Kondinskoye,RU,59.6481,67.41,65.35,84,32,8.34,scattered clouds
473,Ola,RU,59.5833,151.2833,57.15,86,100,17.38,overcast clouds
474,Sept-Iles,CA,50.2001,-66.3821,59.05,71,20,3.44,few clouds
475,Trebinje,BA,42.7119,18.3442,79.16,44,0,16.11,clear sky
476,Stanislav,UA,46.5691,32.1478,71.74,67,98,19.53,overcast clouds
477,Tara,RU,56.8944,74.371,66.34,74,96,4.34,overcast clouds
478,Marzuq,YE,14.4,46.4667,76.03,66,100,15.64,overcast clouds
479,Pedernales,DO,18.0384,-71.744,82.9,68,0,7.65,clear sky
480,San Andres,CO,12.5847,-81.7006,84.22,84,75,11.5,broken clouds
481,Port Hardy,CA,50.6996,-127.4199,62.78,77,0,5.75,fog
482,Coihaique,CL,-45.5752,-72.0662,44.55,70,75,4.61,broken clouds
483,Zhuhai,CN,22.2769,113.5678,83.98,84,40,20.71,scattered clouds
484,Demirci,TR,39.0461,28.6589,61.41,66,3,6.98,clear sky
485,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.63,92,52,9.4,broken clouds
486,Gigmoto,PH,13.7796,124.39,83.84,71,100,1.39,overcast clouds
487,Sinnamary,GF,5.3833,-52.95,78.26,88,47,11.92,scattered clouds
488,Micheweni,TZ,-4.9667,39.8333,74.08,82,73,14.29,broken clouds
489,Manta,EC,-0.95,-80.7333,71.38,88,75,11.5,broken clouds
490,Tabou,CI,4.423,-7.3528,74.59,79,100,10.22,overcast clouds
491,Harper,LR,4.375,-7.7169,74.64,79,100,10.42,overcast clouds
492,Port Lincoln,AU,-34.7333,135.8667,59.52,52,100,25.21,overcast clouds
493,Lockhart,US,28.6194,-81.4426,83.14,76,52,11.16,broken clouds
494,Kodinsk,RU,58.6881,99.1844,57.06,97,100,0.51,light rain
495,Greytown,ZA,-29.0642,30.5928,48.09,79,3,2.59,clear sky
496,Roald,NO,62.5833,6.1333,64.76,82,100,21.85,overcast clouds
497,Port Macquarie,AU,-31.4333,152.9167,63.9,61,14,11.65,few clouds
498,Cockburn Town,TC,21.4612,-71.1419,81.28,86,0,19.24,clear sky
499,Kruisfontein,ZA,-34.0033,24.7314,53.89,95,99,10.38,overcast clouds
500,Finschhafen,PG,-6.6024,147.8681,82.31,73,100,10.58,overcast clouds
501,Virden,US,39.5009,-89.7679,73.71,80,29,3.2,scattered clouds
502,Korgen,NO,66.0771,13.8153,55.53,95,100,7.4,light rain
503,Zonguldak,TR,41.25,31.8333,60.31,91,0,2.98,clear sky
504,Kalmar,SE,56.6616,16.3616,58.96,100,100,2.3,overcast clouds
505,Alice Springs,AU,-23.7,133.8833,65.75,30,100,6.91,overcast clouds
506,Barkhan,PK,29.8977,69.5256,81.19,63,18,4.36,few clouds
507,Asau,RO,46.4333,26.4,63.52,99,100,3.85,overcast clouds
508,Kiunga,PG,-6.1219,141.2906,81.41,76,100,3.58,overcast clouds
509,Fano,IT,43.8204,13.0121,79.79,75,0,3.47,clear sky
510,Cabungan,PH,16.3365,119.9991,81.12,79,100,9.28,light rain
511,Kysyl-Syr,RU,63.8986,122.7617,67.42,55,17,8.1,few clouds
512,Marawi,PH,7.9986,124.2928,77.97,72,35,4.41,scattered clouds
513,Aguie,NE,13.506,7.7786,81.3,63,11,9.89,few clouds
514,Bodden Town,KY,19.2833,-81.25,80.01,77,75,1.01,broken clouds
515,Bage,BR,-31.3314,-54.1069,43.07,96,58,8.5,broken clouds
516,Moussoro,TD,13.6408,16.4901,83.48,57,100,9.08,overcast clouds
517,Camacha,PT,33.0833,-16.3333,67.42,73,20,11.5,few clouds
518,Calama,CL,-22.4667,-68.9333,49.64,7,0,8.57,clear sky
519,Ancud,CL,-41.8697,-73.8203,46.22,83,100,4.45,overcast clouds
520,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,75,8.95,light intensity shower rain
521,Duki,PK,30.1541,68.5728,78.62,73,12,3.02,few clouds
522,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.24,86,0,5.75,clear sky
523,Karratha,AU,-20.7377,116.8463,71.11,28,0,14.45,clear sky
524,Atherton,GB,53.5237,-2.4935,62.15,84,13,0.67,few clouds
525,Santiago,CL,-33.4569,-70.6483,67.55,40,0,2.3,clear sky
526,Zamora,EC,-4.0692,-78.9567,65.91,100,100,1.28,light rain
527,Husavik,IS,66.0449,-17.3389,52.52,89,100,2.91,overcast clouds
528,Berbera,SO,10.4396,45.0143,90.48,38,100,30.13,overcast clouds
529,Klyuchi,RU,52.2667,79.1667,66.88,67,100,4.81,overcast clouds
530,Huanren,CN,41.2647,125.3667,78.93,49,0,3.4,clear sky
531,Brooks,CA,50.5834,-111.8851,82.38,33,6,3.44,clear sky
532,Grindavik,IS,63.8424,-22.4338,49.95,100,100,24.16,overcast clouds
533,Pemba,MZ,-12.974,40.5178,68.7,100,40,5.75,scattered clouds
534,Nerchinskiy Zavod,RU,51.3088,119.61,60.98,61,100,9.62,overcast clouds
535,Demmin,DE,53.9076,13.0314,53.98,86,99,2.55,overcast clouds
536,Skibbereen,IE,51.55,-9.2667,55.11,75,0,5.59,clear sky
537,Salamanca,ES,40.8333,-6.0,75.74,47,80,5.14,light rain
538,Cobija,BO,-11.0267,-68.7692,68.2,97,100,5.99,overcast clouds
539,Nemuro,JP,43.3236,145.575,65.52,97,100,10.51,moderate rain
540,Sarkand,KZ,45.41,79.9186,72.43,53,98,6.22,overcast clouds
541,Las Cruces,US,32.3123,-106.7783,85.55,46,0,8.05,clear sky
542,Korla,CN,41.7597,86.1469,89.62,24,53,17.34,broken clouds
543,Sohag,EG,26.557,31.6948,84.49,34,0,10.78,clear sky
544,Kamaishi,JP,39.2667,141.8833,81.86,73,93,1.34,overcast clouds
545,Turbat,PK,26.0023,63.044,91.18,45,99,2.53,overcast clouds
546,Kadoma,JP,34.7333,135.5833,95.65,54,75,9.22,broken clouds
547,Bukachacha,RU,52.9833,116.9167,60.4,63,96,9.93,overcast clouds
548,Salinas,US,36.6777,-121.6555,77.43,61,20,11.5,few clouds
549,Fare,PF,-16.7,-151.0167,74.41,79,99,5.26,light rain
550,Karimganj,IN,24.8667,92.35,79.3,89,100,3.06,light rain
551,Homestead,US,25.4687,-80.4776,86.02,83,20,8.05,few clouds
552,Zyryanka,RU,65.75,150.85,79.02,44,20,9.51,few clouds
553,Zhezkazgan,KZ,47.8043,67.7144,57.18,94,20,11.18,few clouds
554,Koshurnikovo,RU,54.1667,93.3,63.73,66,9,1.28,clear sky
555,Portland,US,45.5234,-122.6762,88.95,54,20,10.36,few clouds
556,Arica,CL,-18.475,-70.3042,59.23,77,100,4.61,overcast clouds
557,Plettenberg Bay,ZA,-34.0527,23.3716,55.27,89,69,7.02,broken clouds
558,Aitape,PG,-3.1374,142.3475,82.56,71,99,1.79,overcast clouds
559,Henties Bay,NA,-22.116,14.2845,52.25,94,10,0.51,clear sky
560,Lata,PT,40.1629,-8.3327,63.14,88,0,2.57,clear sky
561,Reyes,BO,-14.3167,-67.3833,62.46,79,100,6.17,overcast clouds
562,Ixtapa,MX,20.7,-105.2,83.43,70,75,8.05,broken clouds
563,Belaya Gora,RU,68.5333,146.4167,69.42,48,0,4.61,clear sky
564,Larap,PH,14.299,122.6504,87.84,62,100,1.32,light rain
565,Japura,ID,-0.3167,102.35,82.87,71,48,3.51,scattered clouds
566,Deputatskiy,RU,69.3,139.9,61.29,48,0,2.13,clear sky
567,Maun,BW,-19.9833,23.4167,56.05,14,2,6.02,clear sky
568,Pinotepa Nacional,MX,16.3167,-98.0167,75.58,91,100,0.98,overcast clouds
569,Shahrud,IR,36.4182,54.9763,68.25,72,5,9.91,clear sky
570,Guangyuan,CN,32.442,105.823,85.06,79,100,5.08,overcast clouds
571,Rio Gallegos,AR,-51.6226,-69.2181,42.85,81,100,9.22,overcast clouds
572,Wanning,CN,18.8003,110.3967,78.87,90,100,6.51,overcast clouds
573,Tigil,RU,57.8,158.6667,58.26,82,100,10.58,light rain
574,Salalah,OM,17.0151,54.0924,75.29,100,100,5.75,light intensity drizzle
575,Porosozero,RU,62.7191,32.727,51.17,76,91,3.09,overcast clouds
576,Kulhudhuffushi,MV,6.6221,73.07,80.91,80,79,11.25,broken clouds
577,Zhireken,RU,52.8249,117.3076,59.4,63,100,8.81,overcast clouds
578,Manavalakurichi,IN,8.1333,77.3,77.74,86,100,12.97,overcast clouds
579,Kota Kinabalu,MY,5.9749,116.0724,84.18,79,20,0.0,few clouds
580,Vinstra,NO,61.5952,9.7523,58.05,86,100,4.14,light rain
581,Whitehorse,CA,60.7161,-135.0538,71.02,29,75,15.01,broken clouds
582,Abashiri,JP,44.0213,144.2697,73.69,83,75,8.05,light rain
583,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,40,12.66,scattered clouds
584,Mukhen,RU,48.1,136.1,72.23,59,67,11.45,broken clouds
585,Gararu,BR,-9.9675,-37.0833,66.42,93,5,2.98,clear sky
586,Matadi,CD,-5.8167,13.45,70.36,84,4,4.0,clear sky
587,Soyo,AO,-6.1349,12.3689,68.68,94,16,8.32,few clouds
588,Tateyama,JP,34.9833,139.8667,83.26,82,58,20.65,broken clouds
589,Shetpe,KZ,44.1667,52.1167,76.19,49,19,5.17,few clouds
590,Den Helder,NL,52.9599,4.7593,64.38,85,40,9.22,scattered clouds
591,Farafangana,MG,-22.8167,47.8333,68.61,81,100,14.72,light rain
592,Surt,LY,31.2089,16.5887,80.76,75,0,6.29,clear sky
593,Tromso,NO,69.6496,18.957,51.39,87,75,0.0,broken clouds
594,Paka,MY,4.6374,103.4368,76.98,100,40,0.0,light rain
595,Port Lavaca,US,28.615,-96.6261,86.29,75,0,10.36,clear sky
596,Hurricane,US,37.1753,-113.2899,86.34,60,94,9.78,overcast clouds
597,Manggar,ID,-2.8833,108.2667,85.1,66,25,12.33,scattered clouds
598,Tommot,RU,58.9564,126.2925,53.42,97,100,2.64,light rain
599,Sarahan,IN,31.5167,77.8,69.84,64,7,0.87,clear sky
600,Chauk,MM,20.8833,94.8167,80.64,78,100,13.2,overcast clouds
601,Koyelga,RU,54.6522,60.9049,63.5,77,7,4.03,clear sky
602,Griffith,US,41.5284,-87.4237,70.05,79,0,6.91,clear sky
603,Hay River,CA,60.8156,-115.7999,76.98,31,40,12.66,scattered clouds
604,Port Blair,IN,11.6667,92.75,82.44,78,75,11.5,broken clouds
605,Ponta Delgada,PT,37.7333,-25.6667,70.52,73,40,5.75,scattered clouds
606,Drumnadrochit,GB,57.3344,-4.4799,60.62,91,1,7.56,clear sky
607,Athabasca,CA,54.7169,-113.2854,70.21,51,0,4.18,clear sky
608,Corn Island,NI,12.1694,-83.0418,81.9,82,100,13.94,overcast clouds
609,Takaungu,KE,-3.6837,39.8566,70.29,87,62,15.5,light rain
610,Westport,US,41.1415,-73.3579,83.53,84,100,4.61,overcast clouds
611,Bambanglipuro,ID,-7.95,110.2833,80.62,77,88,12.3,overcast clouds
612,Narsaq,GL,60.9167,-46.05,46.62,79,99,1.52,overcast clouds
613,Veraval,IN,20.9,70.3667,80.6,91,100,13.8,overcast clouds
614,Dingle,PH,10.9995,122.6711,82.24,79,96,2.19,overcast clouds
615,Acarau,BR,-2.8856,-40.12,77.61,82,72,15.01,broken clouds
616,Bud,US,39.447,-86.1758,73.31,92,80,6.31,broken clouds
617,Esperance,AU,-33.8667,121.9,48.04,73,92,27.42,overcast clouds
618,Lumphat,KH,13.4878,106.9816,74.79,95,100,4.14,overcast clouds
619,Bertoua,CM,4.5833,13.6833,66.97,98,100,3.83,overcast clouds
620,Quelimane,MZ,-17.8786,36.8883,69.75,94,40,4.61,scattered clouds
621,Fort Nelson,CA,58.8053,-122.7002,76.59,33,20,2.3,few clouds
622,North Bend,US,43.4065,-124.2243,65.25,88,100,6.91,overcast clouds
623,Nouadhibou,MR,20.931,-17.0347,71.58,88,3,9.22,clear sky
624,Madimba,TZ,-10.4,40.3333,71.87,78,92,4.63,overcast clouds
625,Akhtubinsk,RU,48.2795,46.1722,77.16,35,13,10.42,few clouds
626,Moron,AR,-34.6534,-58.6198,53.35,75,4,4.63,clear sky
627,Nicoya,CR,10.1483,-85.452,76.5,90,100,3.98,overcast clouds
628,Abay,KZ,49.6311,72.8539,59.38,83,100,13.22,overcast clouds
629,Huilong,CN,31.8111,121.655,88.29,72,100,5.59,overcast clouds
630,Corowa,AU,-36.0333,146.3833,51.42,83,99,12.12,overcast clouds
631,Petionville,HT,18.5125,-72.2853,71.29,83,2,10.36,clear sky
632,Oyama,JP,36.3,139.8,93.58,47,57,5.26,broken clouds
633,Okhotsk,RU,59.3833,143.3,58.48,88,100,13.33,light rain
634,Sabha,LY,27.0377,14.4283,82.33,26,0,12.95,clear sky
635,Khash,IR,28.2211,61.2158,78.49,21,53,2.64,broken clouds
636,Pulandian,CN,39.3953,121.9669,77.97,68,0,5.3,clear sky
637,Manuk Mangkaw,PH,4.8,119.85,82.6,73,83,3.38,broken clouds
638,Dwarka,IN,22.2394,68.9678,83.21,87,100,12.03,overcast clouds
639,Carutapera,BR,-1.195,-46.02,75.22,92,20,7.11,few clouds
640,Gat,IL,31.61,34.7642,77.68,100,2,0.87,clear sky
641,Bastia,FR,42.6667,9.3333,80.29,67,40,5.75,scattered clouds
642,Lyngseidet,NO,69.5763,20.2189,46.4,77,100,5.01,overcast clouds
643,Xiongzhou,CN,25.1167,114.3,83.86,70,55,6.42,broken clouds
644,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,76.01,83,87,1.45,overcast clouds
645,Gizo,SB,-8.103,156.8419,83.59,70,100,2.01,light rain
646,Santiago De Cao,PE,-7.9589,-79.2392,60.93,82,16,9.22,fog
647,Beringovskiy,RU,63.05,179.3167,60.1,63,93,18.57,overcast clouds
648,Gao,ML,16.6362,1.637,87.49,45,71,7.02,broken clouds
649,Khairpur Nathan Shah,PK,27.0936,67.7337,93.4,53,52,4.88,broken clouds
650,Asyut,EG,27.181,31.1837,85.42,33,0,9.66,clear sky
651,Ossipee,US,43.6854,-71.1167,72.01,88,80,1.99,broken clouds
652,Rosario,AR,-32.9468,-60.6393,48.11,76,0,0.0,clear sky
653,Sebinkarahisar,TR,40.2883,38.4236,59.4,88,1,0.65,clear sky
654,Goderich,CA,43.7501,-81.7165,65.91,82,4,3.44,clear sky
655,Tessalit,ML,20.1986,1.0114,84.72,45,99,9.08,overcast clouds
656,Charlottetown,CA,46.2352,-63.1267,61.77,93,75,4.61,broken clouds
657,Turayf,SA,31.6725,38.6637,77.25,53,0,10.36,clear sky
658,Point Pedro,LK,9.8167,80.2333,81.68,75,100,18.54,overcast clouds
659,Nichinan,JP,31.6,131.3667,85.68,69,57,3.22,broken clouds
660,Bubaque,GW,11.2833,-15.8333,80.33,85,99,12.41,light rain
661,Asfi,MA,32.2994,-9.2372,67.98,87,0,8.23,clear sky
662,Vardo,NO,70.3705,31.1107,51.78,93,100,0.0,overcast clouds
663,Ostrovnoy,RU,68.0531,39.5131,52.56,75,98,15.08,overcast clouds
664,Magadan,RU,59.5667,150.8,56.53,87,100,17.09,overcast clouds
665,Gomel,BY,52.4345,30.9754,59.85,82,75,6.71,broken clouds
666,Yar-Sale,RU,66.8333,70.8333,53.56,58,11,12.03,few clouds
667,Linxia,CN,35.6003,103.2064,73.87,77,100,1.52,overcast clouds
668,Vila,PT,42.0304,-8.1588,65.7,66,0,3.24,clear sky
669,Unity,CA,52.4501,-109.1682,66.43,49,0,6.26,clear sky
670,Caernarfon,GB,53.1413,-4.2702,63.09,80,9,1.14,clear sky
671,Bafia,CM,4.75,11.2333,68.54,99,100,1.34,overcast clouds
672,Rezh,RU,57.37,61.4043,65.77,77,58,1.92,broken clouds
673,Eureka,US,40.8021,-124.1637,71.2,76,31,1.72,scattered clouds
674,Dongobesh,TZ,-4.0667,35.3833,46.17,91,28,5.03,scattered clouds
675,Kailua,US,21.4022,-157.7394,89.58,75,75,10.36,broken clouds
676,Xining,CN,36.6167,101.7667,70.09,72,100,3.67,moderate rain
677,Atasu,KZ,48.6814,71.6433,58.84,85,28,11.07,scattered clouds
678,Nautla,MX,20.2167,-96.7833,81.45,75,21,10.22,few clouds
679,Vasto,IT,42.1243,14.7059,73.69,75,100,10.25,overcast clouds
680,Rome,US,34.257,-85.1647,78.76,87,20,3.44,few clouds
681,Najran,SA,17.4924,44.1277,83.05,54,87,6.44,overcast clouds
682,Gayny,RU,60.3071,54.3241,59.07,83,100,4.27,overcast clouds
683,Fairlie,GB,55.756,-4.8556,58.23,91,62,0.25,broken clouds
684,Bara,NG,10.3744,10.7288,74.07,86,71,4.56,broken clouds
685,Anda,CN,46.4,125.3167,76.21,40,5,17.29,clear sky
686,Pangai,TO,-19.8,-174.35,84.31,84,40,8.05,scattered clouds
687,Shingu,JP,33.7333,135.9833,89.49,64,100,9.57,overcast clouds
688,Inongo,CD,-1.95,18.2667,71.22,66,69,5.7,broken clouds
689,Awjilah,LY,29.1081,21.2869,78.96,65,0,11.34,clear sky
690,Ormara,PK,25.2088,64.6357,84.9,73,97,4.18,overcast clouds
691,Listvyanskiy,RU,54.4399,83.4984,67.66,58,0,10.33,clear sky
692,Kempele,FI,64.9131,25.5034,55.13,87,0,5.75,clear sky
693,Felanitx,ES,39.4696,3.1483,77.02,61,0,3.62,clear sky
694,Hovd,MN,48.0056,91.6419,72.12,33,42,1.59,scattered clouds
695,Kisangani,CD,0.5167,25.2,70.86,77,63,1.19,broken clouds
696,Mandiana,GN,10.6333,-8.6833,72.18,96,96,2.98,moderate rain
697,Batemans Bay,AU,-35.7167,150.1833,55.09,52,18,4.27,few clouds
698,Nisia Floresta,BR,-6.0911,-35.2086,77.38,91,0,7.34,clear sky
699,Viytivka,UA,48.426,29.5429,61.77,73,74,11.34,broken clouds
700,Krasnoarmeyskoye,RU,52.7182,50.0322,68.86,63,5,3.02,clear sky
701,Krasnoye,UA,49.9145,24.6134,56.68,85,99,2.08,overcast clouds
702,Alamosa,US,37.4695,-105.87,75.18,43,0,6.91,clear sky
